aishe_code,name,state,type,nirf_2026,is_qhei,pmvl_category,total_course_fee,avg_placement_lpa,roi_index
U-1632,National Medical College 632,Telangana,Deemed,632,False,A,541407,4.16,3.8
U-1633,Savitribai Medical College 633,Delhi,Deemed,633,False,A,440423,9.75,9.9
U-1634,Indian University 634,Punjab,Private,634,False,A,163307,7.27,9.9
U-1635,Savitribai Institute of Technology 635,Gujarat,Deemed,635,False,A,337828,6.99,9.9
U-1636,Savitribai Management Institute 636,Telangana,State,636,False,A,246403,7.45,9.9
U-1637,Savitribai Institute of Technology 637,Uttar Pradesh,State,637,False,A,374585,7.48,9.9
U-1638,Imperial College of Engineering 638,Uttar Pradesh,Private,638,False,A,678111,9.8,7.2
U-1639,Savitribai University 639,Uttar Pradesh,Deemed,639,False,A,780480,9.52,6.1
U-1640,Indian Management Institute 640,West Bengal,Central,640,True,A,679376,4.14,3.0
U-1641,Indian College of Engineering 641,Tamil Nadu,Private,641,False,A,781539,4.29,2.7
U-1642,Imperial Management Institute 642,Uttar Pradesh,Private,642,False,A,746172,8.67,5.8
U-1643,Jawaharlal Management Institute 643,Gujarat,Deemed,643,False,A,747091,9.25,6.2
U-1644,Savitribai University 644,Tamil Nadu,Private,644,False,A,274535,9.96,9.9
U-1645,Global Medical College 645,Karnataka,Central,645,True,A,315129,9.42,9.9
U-1646,Indian Management Institute 646,Maharashtra,Central,646,True,A,512906,7.02,6.8
U-1647,Imperial College of Engineering 647,Gujarat,State,647,False,A,679012,5.24,3.9
U-1648,Imperial College of Engineering 648,Maharashtra,Central,648,True,A,500911,6.46,6.4
U-1649,Ambedkar College of Engineering 649,Tamil Nadu,Deemed,649,False,A,288791,7.4,9.9
U-1650,Jawaharlal College of Engineering 650,Gujarat,Deemed,650,False,A,241335,4.78,9.9
U-1651,Jawaharlal Management Institute 651,Uttar Pradesh,Central,651,True,A,694664,7.67,5.5
U-1652,Indian College of Engineering 652,Punjab,State,652,False,A,796431,6.58,4.1
U-1653,Jawaharlal College of Engineering 653,Rajasthan,Deemed,653,False,A,248371,8.48,9.9
U-1654,Savitribai Medical College 654,Punjab,State,654,False,A,661324,8.37,6.3
U-1655,Global University 655,Tamil Nadu,Deemed,655,False,A,680448,9.32,6.9
U-1656,Jawaharlal Management Institute 656,Maharashtra,Deemed,656,False,A,295278,9.52,9.9
U-1657,Imperial Medical College 657,Tamil Nadu,Private,657,False,A,269222,4.51,8.4
U-1658,National University 658,Maharashtra,State,658,False,A,369014,8.26,9.9
U-1659,Ambedkar College of Engineering 659,Karnataka,Central,659,True,A,494197,6.61,6.7
U-1660,Ambedkar University 660,Gujarat,State,660,False,A,484538,5.74,5.9
U-1661,Indian College of Engineering 661,Punjab,Deemed,661,False,A,591589,6.11,5.2
U-1662,Imperial Institute of Technology 662,Rajasthan,Central,662,True,A,409787,5.47,6.7
U-1663,Indian College of Engineering 663,Karnataka,State,663,False,A,218296,7.11,9.9
U-1664,Jawaharlal University 664,Maharashtra,Private,664,False,A,497269,6.68,6.7
U-1665,Savitribai Management Institute 665,Uttar Pradesh,Deemed,665,False,A,748215,8.07,5.4
U-1666,Jawaharlal Institute of Technology 666,Rajasthan,State,666,False,A,143673,7.7,9.9
U-1667,National Medical College 667,Delhi,State,667,False,A,679359,4.46,3.3
U-1668,National University 668,Tamil Nadu,Central,668,True,A,766629,5.61,3.7
U-1669,Jawaharlal Medical College 669,Delhi,Central,669,True,A,506079,5.57,5.5
U-1670,Global Medical College 670,Delhi,Deemed,670,False,A,275724,7.29,9.9
U-1671,Savitribai Institute of Technology 671,Telangana,Private,671,False,A,668270,5.81,4.3
U-1672,Indian Medical College 672,Telangana,State,672,False,A,143551,6.67,9.9
U-1673,Indian Management Institute 673,Tamil Nadu,State,673,False,A,256385,7.53,9.9
U-1674,Imperial University 674,Maharashtra,Private,674,False,A,437738,4.44,5.1
U-1675,Ambedkar Management Institute 675,Karnataka,State,675,False,A,487883,9.4,9.6
U-1676,Imperial Management Institute 676,Rajasthan,State,676,False,A,220052,9.99,9.9
U-1677,Savitribai College of Engineering 677,Maharashtra,Private,677,False,A,580331,8.84,7.6
U-1678,Jawaharlal University 678,West Bengal,Deemed,678,False,A,491994,4.76,4.8
U-1679,Global Management Institute 679,Delhi,Private,679,False,A,490572,8.49,8.7
U-1680,Savitribai College of Engineering 680,Maharashtra,Central,680,True,A,712572,6.04,4.2
U-1681,Ambedkar College of Engineering 681,Rajasthan,Central,681,True,A,547988,7.79,7.1
U-1682,Ambedkar University 682,Punjab,Central,682,True,A,198365,8.58,9.9
U-1683,Ambedkar Management Institute 683,Rajasthan,Deemed,683,False,A,685484,5.15,3.8
U-1684,Ambedkar Management Institute 684,Telangana,Private,684,False,A,679273,6.37,4.7
U-1685,Indian Management Institute 685,Punjab,State,685,False,A,180708,9.37,9.9
U-1686,National Institute of Technology 686,Maharashtra,Deemed,686,False,A,333099,8.42,9.9
U-1687,Indian Management Institute 687,Tamil Nadu,Central,687,True,A,718009,7.91,5.5
U-1688,Jawaharlal Medical College 688,Punjab,State,688,False,A,614542,8.74,7.1
U-1689,Jawaharlal Management Institute 689,West Bengal,Deemed,689,False,A,255623,4.07,8.0
U-1690,Jawaharlal Institute of Technology 690,Rajasthan,Private,690,False,A,220083,5.97,9.9
U-1691,Indian Institute of Technology 691,Uttar Pradesh,State,691,False,A,612095,7.05,5.8
U-1692,National Medical College 692,Delhi,Private,692,False,A,781703,6.16,3.9
U-1693,National University 693,Gujarat,State,693,False,A,573772,4.39,3.8
U-1694,Jawaharlal University 694,Gujarat,Deemed,694,False,A,737069,9.76,6.6
U-1695,Savitribai Medical College 695,Gujarat,Central,695,True,A,181656,6.96,9.9
U-1696,Jawaharlal Management Institute 696,Tamil Nadu,Deemed,696,False,A,504860,6.1,6.0
U-1697,Ambedkar University 697,West Bengal,Private,697,False,A,352284,9.35,9.9
U-1698,Imperial College of Engineering 698,Delhi,Central,698,True,A,403694,4.96,6.1
U-1699,Jawaharlal Medical College 699,Rajasthan,Central,699,True,A,367390,6.89,9.4
U-1700,Imperial Institute of Technology 700,Tamil Nadu,Central,700,True,A,533531,4.13,3.9
U-1701,Ambedkar College of Engineering 701,West Bengal,Private,701,False,A,777430,6.87,4.4
U-1702,Indian University 702,Gujarat,Private,702,False,A,413871,5.3,6.4
U-1703,Imperial Management Institute 703,Rajasthan,Central,703,True,A,346445,9.81,9.9
U-1704,Ambedkar Management Institute 704,Karnataka,Central,704,True,A,757939,9.56,6.3
U-1705,National Medical College 705,Rajasthan,Private,705,False,A,688388,9.49,6.9
U-1706,Global University 706,Uttar Pradesh,State,706,False,A,418639,7.84,9.4
U-1707,Global Management Institute 707,Rajasthan,State,707,False,A,195654,6.9,9.9
U-1708,Imperial Management Institute 708,Rajasthan,Central,708,True,A,287542,8.33,9.9
U-1709,Indian Institute of Technology 709,Maharashtra,Deemed,709,False,A,647614,7.05,5.4
U-1710,Savitribai College of Engineering 710,Karnataka,State,710,False,A,766978,6.58,4.3
U-1711,Jawaharlal Management Institute 711,West Bengal,Central,711,True,A,788375,8.92,5.7
U-1712,Jawaharlal Medical College 712,Delhi,State,712,False,A,398702,8.97,9.9
U-1713,Global Institute of Technology 713,Uttar Pradesh,State,713,False,A,533041,6.95,6.5
U-1714,Global College of Engineering 714,Punjab,State,714,False,A,174296,7.57,9.9
U-1715,National Institute of Technology 715,Karnataka,Central,715,True,A,766226,5.61,3.7
U-1716,Ambedkar Management Institute 716,Uttar Pradesh,State,716,False,A,720190,4.12,2.9
U-1717,Savitribai College of Engineering 717,Uttar Pradesh,Central,717,True,A,769389,8.06,5.2
U-1718,National College of Engineering 718,Gujarat,State,718,False,A,191361,6.81,9.9
U-1719,Savitribai College of Engineering 719,Uttar Pradesh,Central,719,True,A,183355,5.6,9.9
U-1720,Jawaharlal University 720,Punjab,State,720,False,A,779528,8.69,5.6
U-1721,National Institute of Technology 721,Uttar Pradesh,Private,721,False,A,782406,7.43,4.7
U-1722,Indian College of Engineering 722,Uttar Pradesh,Private,722,False,A,615340,8.87,7.2
U-1723,Savitribai University 723,Rajasthan,Central,723,True,A,529835,5.97,5.6
U-1724,Global University 724,Delhi,Deemed,724,False,A,288670,4.08,7.1
U-1725,Indian College of Engineering 725,Uttar Pradesh,State,725,False,A,659437,4.25,3.2
U-1726,Savitribai College of Engineering 726,West Bengal,Private,726,False,A,146307,9.57,9.9
U-1727,Savitribai Management Institute 727,Delhi,Private,727,False,A,381829,9.32,9.9
U-1728,Indian Medical College 728,Delhi,Private,728,False,A,740525,8.54,5.8
U-1729,Ambedkar Institute of Technology 729,Punjab,Central,729,True,A,440709,5.31,6.0
U-1730,Savitribai Medical College 730,West Bengal,State,730,False,A,273957,4.25,7.8
U-1731,Global Institute of Technology 731,Uttar Pradesh,Central,731,True,A,195625,9.83,9.9
U-1732,National University 732,Maharashtra,Central,732,True,A,467359,6.19,6.6
U-1733,Imperial College of Engineering 733,Tamil Nadu,Deemed,733,False,A,701191,9.59,6.8
U-1734,Savitribai Management Institute 734,Rajasthan,Deemed,734,False,A,691259,9.09,6.6
U-1735,Global Management Institute 735,Telangana,Deemed,735,False,A,309782,4.56,7.4
U-1736,Savitribai Institute of Technology 736,Karnataka,Central,736,True,A,196404,6.74,9.9
U-1737,National Management Institute 737,Delhi,State,737,False,A,151188,7.91,9.9
U-1738,Global Management Institute 738,Telangana,State,738,False,A,580710,6.51,5.6
U-1739,Global University 739,Tamil Nadu,State,739,False,A,659228,9.61,7.3
U-1740,Ambedkar Institute of Technology 740,Tamil Nadu,Private,740,False,A,739765,5.38,3.6
U-1741,Indian Management Institute 741,West Bengal,Deemed,741,False,A,219000,5.48,9.9
U-1742,Global University 742,Karnataka,State,742,False,A,597147,7.59,6.4
U-1743,Jawaharlal Management Institute 743,Telangana,Private,743,False,A,579618,8.41,7.3
U-1744,Global Management Institute 744,Gujarat,Deemed,744,False,A,569713,9.01,7.9
U-1745,Savitribai Medical College 745,Tamil Nadu,State,745,False,A,382359,8.27,9.9
U-1746,Indian Management Institute 746,Telangana,Private,746,False,A,426350,9.7,9.9
U-1747,Indian Medical College 747,Telangana,Private,747,False,A,688226,5.7,4.1
U-1748,Imperial College of Engineering 748,Rajasthan,Central,748,True,A,273295,6.78,9.9
U-1749,Jawaharlal Institute of Technology 749,Rajasthan,Deemed,749,False,A,339123,8.42,9.9
U-1750,National Institute of Technology 750,Tamil Nadu,State,750,False,A,641246,4.92,3.8
U-1751,Imperial College of Engineering 751,Karnataka,State,751,False,A,353569,6.3,8.9
U-1752,Savitribai University 752,Tamil Nadu,Central,752,True,A,683063,8.85,6.5
U-1753,Imperial Institute of Technology 753,Maharashtra,Deemed,753,False,A,316056,7.83,9.9
U-1754,National Medical College 754,Tamil Nadu,Central,754,True,A,667608,7.11,5.3
U-1755,Indian College of Engineering 755,Tamil Nadu,Central,755,True,A,186838,8.69,9.9
U-1756,Ambedkar Institute of Technology 756,Rajasthan,Deemed,756,False,A,739676,7.53,5.1
U-1757,Ambedkar University 757,Karnataka,Central,757,True,A,188439,5.91,9.9
U-1758,Ambedkar Institute of Technology 758,Delhi,Central,758,True,A,699112,8.71,6.2
U-1759,National Institute of Technology 759,Rajasthan,Deemed,759,False,A,324179,5.06,7.8
U-1760,Indian College of Engineering 760,Karnataka,State,760,False,A,791989,6.23,3.9
U-1761,Jawaharlal University 761,Maharashtra,Deemed,761,False,A,155066,9.24,9.9
U-1762,Ambedkar College of Engineering 762,Maharashtra,Central,762,True,A,679853,5.43,4.0
U-1763,Ambedkar Management Institute 763,Gujarat,State,763,False,A,538807,7.65,7.1
U-1764,Ambedkar College of Engineering 764,Uttar Pradesh,Deemed,764,False,A,435692,4.68,5.4
U-1765,Global Management Institute 765,Telangana,State,765,False,A,719600,5.37,3.7
U-1766,Imperial Institute of Technology 766,Gujarat,Deemed,766,False,A,547354,6.06,5.5
U-1767,Jawaharlal University 767,Rajasthan,State,767,False,A,795214,7.52,4.7
U-1768,Imperial College of Engineering 768,Maharashtra,State,768,False,A,411459,8.78,9.9
U-1769,Indian Medical College 769,Tamil Nadu,State,769,False,A,743085,6.54,4.4
U-1770,Indian Medical College 770,West Bengal,Private,770,False,A,313699,9.88,9.9
U-1771,Savitribai Institute of Technology 771,West Bengal,Central,771,True,A,205540,9.99,9.9
U-1772,National Institute of Technology 772,Tamil Nadu,Central,772,True,A,450514,7.51,8.3
U-1773,Indian Management Institute 773,Delhi,Deemed,773,False,A,202738,4.14,9.9
U-1774,Savitribai Institute of Technology 774,Gujarat,Central,774,True,A,216357,9.03,9.9
U-1775,Imperial University 775,West Bengal,Private,775,False,A,764961,6.29,4.1
U-1776,Global Institute of Technology 776,West Bengal,Private,776,False,A,237690,9.4,9.9
U-1777,National Medical College 777,Tamil Nadu,Central,777,True,A,726915,9.76,6.7
U-1778,Ambedkar College of Engineering 778,Rajasthan,Central,778,True,A,779080,6.87,4.4
U-1779,National Medical College 779,Uttar Pradesh,Deemed,779,False,A,157073,7.51,9.9
U-1780,Indian Institute of Technology 780,Uttar Pradesh,Central,780,True,A,570961,8.06,7.1
U-1781,National University 781,Rajasthan,Central,781,True,A,656580,7.37,5.6
U-1782,Indian Management Institute 782,Gujarat,State,782,False,A,462551,5.45,5.9
U-1783,Indian Medical College 783,Tamil Nadu,State,783,False,A,574302,5.42,4.7
U-1784,Ambedkar College of Engineering 784,Rajasthan,Deemed,784,False,A,374284,4.82,6.4
U-1785,National Medical College 785,Karnataka,Central,785,True,A,354444,7.61,9.9
U-1786,Savitribai University 786,Telangana,Central,786,True,A,103580,4.65,9.9
U-1787,Jawaharlal University 787,Telangana,State,787,False,A,161501,6.87,9.9
U-1788,National College of Engineering 788,Karnataka,Deemed,788,False,A,526918,6.5,6.2
U-1789,Ambedkar University 789,Uttar Pradesh,Central,789,True,A,189279,5.66,9.9
U-1790,Global University 790,Rajasthan,Central,790,True,A,623166,7.24,5.8
U-1791,National Medical College 791,West Bengal,Central,791,True,A,541725,7.2,6.6
U-1792,Ambedkar College of Engineering 792,Punjab,Central,792,True,A,347951,6.06,8.7
U-1793,Indian University 793,Gujarat,Deemed,793,False,A,454264,5.7,6.3
U-1794,Savitribai Management Institute 794,Punjab,State,794,False,A,624437,8.0,6.4
U-1795,Indian University 795,Delhi,Central,795,True,A,166516,6.6,9.9
U-1796,Savitribai Management Institute 796,West Bengal,Central,796,True,A,684845,6.26,4.6
U-1797,Imperial College of Engineering 797,Gujarat,Central,797,True,A,564743,8.19,7.3
U-1798,Imperial Management Institute 798,Uttar Pradesh,Deemed,798,False,A,378976,6.52,8.6
U-1799,Ambedkar University 799,Tamil Nadu,Private,799,False,A,548478,5.67,5.2
U-1800,Jawaharlal University 800,Punjab,Private,800,False,A,220689,4.72,9.9
U-1801,National Management Institute 801,Punjab,State,801,False,A,162039,4.56,9.9
U-1802,Ambedkar University 802,Uttar Pradesh,Deemed,802,False,A,421240,5.9,7.0
U-1803,Jawaharlal College of Engineering 803,Karnataka,Private,803,False,A,757267,8.52,5.6
U-1804,Indian Institute of Technology 804,Telangana,Private,804,False,A,780633,7.01,4.5
U-1805,Indian Management Institute 805,Rajasthan,Private,805,False,A,762060,4.31,2.8
U-1806,Imperial University 806,Tamil Nadu,Deemed,806,False,A,540904,5.24,4.8
U-1807,Imperial Institute of Technology 807,Delhi,Deemed,807,False,A,229968,6.23,9.9
U-1808,Imperial Institute of Technology 808,Gujarat,Private,808,False,A,688624,5.86,4.3
U-1809,Global University 809,Delhi,Central,809,True,A,561071,6.28,5.6
U-1810,Jawaharlal Medical College 810,Karnataka,Deemed,810,False,A,676882,9.32,6.9
U-1811,Savitribai College of Engineering 811,Telangana,Central,811,True,A,228469,6.72,9.9
U-1812,Jawaharlal University 812,Uttar Pradesh,Private,812,False,A,222605,7.46,9.9
U-1813,Indian College of Engineering 813,Telangana,Private,813,False,A,302756,9.28,9.9
U-1814,National College of Engineering 814,Delhi,Private,814,False,A,286194,6.9,9.9
U-1815,Imperial Institute of Technology 815,Tamil Nadu,Central,815,True,A,522984,9.73,9.3
U-1816,Indian College of Engineering 816,West Bengal,Deemed,816,False,A,532615,4.09,3.8
U-1817,Global College of Engineering 817,Delhi,State,817,False,A,266405,4.02,7.6
U-1818,Savitribai Medical College 818,Punjab,Central,818,True,A,483208,6.86,7.1
U-1819,Savitribai Management Institute 819,Tamil Nadu,Central,819,True,A,278871,8.89,9.9
U-1820,Indian Medical College 820,West Bengal,Private,820,False,A,100926,7.6,9.9
U-1821,Jawaharlal College of Engineering 821,Maharashtra,Private,821,False,A,186462,4.74,9.9
U-1822,Ambedkar College of Engineering 822,Tamil Nadu,Private,822,False,A,596301,7.47,6.3
U-1823,Indian Institute of Technology 823,West Bengal,Central,823,True,A,555895,6.23,5.6
U-1824,Ambedkar College of Engineering 824,Karnataka,Private,824,False,A,558823,6.06,5.4
U-1825,Savitribai University 825,West Bengal,State,825,False,A,496178,7.49,7.5
U-1826,Indian Medical College 826,Telangana,Deemed,826,False,A,720717,6.07,4.2
U-1827,National Management Institute 827,Karnataka,Private,827,False,A,568890,6.8,6.0
U-1828,Imperial Medical College 828,Tamil Nadu,Central,828,True,A,115556,5.1,9.9
U-1829,Global University 829,Maharashtra,Central,829,True,A,463954,7.49,8.1
U-1830,Indian Management Institute 830,Telangana,Central,830,True,A,347797,9.02,9.9
U-1831,Imperial University 831,Gujarat,Deemed,831,False,A,568617,9.94,8.7
U-1832,Indian University 832,Maharashtra,Central,832,True,A,523089,7.47,7.1
U-1833,Indian Institute of Technology 833,Rajasthan,Private,833,False,A,306112,9.97,9.9
U-1834,Jawaharlal College of Engineering 834,Karnataka,Deemed,834,False,A,662824,9.41,7.1
U-1835,Indian Medical College 835,Tamil Nadu,State,835,False,A,714526,7.41,5.2
U-1836,Jawaharlal Medical College 836,Gujarat,State,836,False,A,154214,8.76,9.9
U-1837,National Medical College 837,Gujarat,Private,837,False,A,773997,8.11,5.2
U-1838,Imperial Institute of Technology 838,Punjab,State,838,False,A,480171,5.86,6.1
U-1839,National University 839,Rajasthan,Central,839,True,A,756428,6.98,4.6
U-1840,National Institute of Technology 840,Karnataka,State,840,False,A,384867,9.75,9.9
U-1841,National University 841,Punjab,State,841,False,A,141658,8.66,9.9
U-1842,Imperial College of Engineering 842,Gujarat,Deemed,842,False,A,792669,9.04,5.7
U-1843,Indian University 843,Uttar Pradesh,Deemed,843,False,A,703326,9.16,6.5
U-1844,Indian Medical College 844,Rajasthan,Private,844,False,A,152446,9.67,9.9
U-1845,Jawaharlal University 845,West Bengal,Private,845,False,A,374886,6.57,8.8
U-1846,National Institute of Technology 846,Maharashtra,State,846,False,A,205938,5.3,9.9
U-1847,Savitribai College of Engineering 847,Telangana,State,847,False,A,796327,5.33,3.3
U-1848,Global College of Engineering 848,Karnataka,State,848,False,A,778809,6.14,3.9
U-1849,Indian Medical College 849,Tamil Nadu,State,849,False,A,379557,4.12,5.4
U-1850,National College of Engineering 850,Uttar Pradesh,Deemed,850,False,A,735886,5.29,3.6
U-1851,Jawaharlal Institute of Technology 851,Punjab,Private,851,False,A,419793,7.48,8.9
U-1852,Ambedkar University 852,Telangana,State,852,False,A,196323,5.82,9.9
U-1853,Ambedkar Medical College 853,Uttar Pradesh,Deemed,853,False,A,680381,5.37,3.9
U-1854,Ambedkar Institute of Technology 854,Maharashtra,Private,854,False,A,150500,8.6,9.9
U-1855,Jawaharlal College of Engineering 855,West Bengal,Central,855,True,A,454217,8.94,9.8
U-1856,Indian University 856,Rajasthan,Central,856,True,A,472197,5.72,6.1
U-1857,Imperial University 857,Punjab,Private,857,False,A,350095,5.52,7.9
U-1858,Imperial Management Institute 858,Karnataka,State,858,False,A,410712,6.02,7.3
U-1859,Savitribai University 859,Maharashtra,Deemed,859,False,A,374232,8.72,9.9
U-1860,Ambedkar Institute of Technology 860,Gujarat,State,860,False,A,419265,4.95,5.9
U-1861,Ambedkar Management Institute 861,Punjab,State,861,False,A,216308,7.83,9.9
U-1862,Global University 862,Telangana,Deemed,862,False,A,663130,6.2,4.7
U-1863,Jawaharlal College of Engineering 863,Gujarat,Central,863,True,A,179428,5.34,9.9
U-1864,Indian University 864,West Bengal,Private,864,False,A,377058,4.24,5.6
U-1865,Imperial Management Institute 865,Delhi,State,865,False,A,354939,5.68,8.0
U-1866,National Institute of Technology 866,Telangana,Central,866,True,A,236990,8.39,9.9
U-1867,National Institute of Technology 867,Telangana,State,867,False,A,508533,9.55,9.4
U-1868,Ambedkar Management Institute 868,Telangana,Central,868,True,A,352402,7.18,9.9
U-1869,Indian Medical College 869,West Bengal,Central,869,True,A,467518,8.79,9.4
U-1870,Jawaharlal University 870,Tamil Nadu,Deemed,870,False,A,104254,4.99,9.9
U-1871,Indian Medical College 871,West Bengal,Central,871,True,A,218416,8.61,9.9
U-1872,Savitribai College of Engineering 872,Uttar Pradesh,State,872,False,A,395663,8.61,9.9
U-1873,Global College of Engineering 873,Punjab,State,873,False,A,687685,4.89,3.6
U-1874,Indian Management Institute 874,Maharashtra,Central,874,True,A,148571,5.84,9.9
U-1875,Global University 875,Tamil Nadu,State,875,False,A,402773,9.7,9.9
U-1876,Global University 876,Rajasthan,Deemed,876,False,A,153566,4.39,9.9
U-1877,Imperial Institute of Technology 877,West Bengal,Central,877,True,A,782737,4.41,2.8
U-1878,Ambedkar Medical College 878,Punjab,Private,878,False,A,152346,6.05,9.9
U-1879,Jawaharlal University 879,Tamil Nadu,Central,879,True,A,259579,7.1,9.9
U-1880,Indian Management Institute 880,Gujarat,Central,880,True,A,586754,9.13,7.8
U-1881,Global Medical College 881,Uttar Pradesh,Central,881,True,A,200927,7.64,9.9
U-1882,Global Medical College 882,Punjab,State,882,False,A,291924,5.52,9.4
U-1883,Global Medical College 883,Rajasthan,Private,883,False,A,681603,9.04,6.6
U-1884,National College of Engineering 884,Telangana,State,884,False,A,501948,7.14,7.1
U-1885,Jawaharlal University 885,Tamil Nadu,Deemed,885,False,A,168933,7.57,9.9
U-1886,Ambedkar Medical College 886,Telangana,Central,886,True,A,317579,4.41,6.9
U-1887,Imperial Management Institute 887,Karnataka,Private,887,False,A,699792,8.27,5.9
U-1888,Ambedkar College of Engineering 888,Maharashtra,State,888,False,A,691313,9.59,6.9
U-1889,Savitribai Medical College 889,Uttar Pradesh,Deemed,889,False,A,621749,9.56,7.7
U-1890,National Institute of Technology 890,Maharashtra,Central,890,True,A,274807,8.75,9.9
U-1891,Indian Medical College 891,Karnataka,State,891,False,A,173547,6.28,9.9
U-1892,Indian University 892,West Bengal,Deemed,892,False,A,478618,8.68,9.1
U-1893,Imperial Medical College 893,Delhi,Deemed,893,False,A,787610,9.35,5.9
U-1894,Global College of Engineering 894,Delhi,Central,894,True,A,643031,4.16,3.2
U-1895,Global Medical College 895,Telangana,Central,895,True,A,766767,8.08,5.3
U-1896,Jawaharlal University 896,Rajasthan,Central,896,True,A,148897,9.68,9.9
U-1897,Ambedkar University 897,Delhi,State,897,False,A,555090,8.69,7.8
U-1898,Savitribai Management Institute 898,Telangana,Private,898,False,A,189645,5.03,9.9
U-1899,Global Management Institute 899,Karnataka,Private,899,False,A,789448,4.08,2.6
U-1900,Jawaharlal University 900,West Bengal,Private,900,False,A,775785,7.36,4.7
U-1901,Indian Institute of Technology 901,Punjab,State,901,False,A,405770,8.56,9.9
U-1902,National University 902,Karnataka,Private,902,False,A,321241,6.98,9.9
U-1903,Indian College of Engineering 903,Rajasthan,Deemed,903,False,A,611948,9.59,7.8
U-1904,Ambedkar Management Institute 904,Maharashtra,Deemed,904,False,A,757137,7.66,5.1
U-1905,National College of Engineering 905,Punjab,Central,905,True,A,145559,7.57,9.9
U-1906,Imperial University 906,West Bengal,Central,906,True,A,617151,5.77,4.7
U-1907,Indian Institute of Technology 907,Telangana,State,907,False,A,792596,4.49,2.8
U-1908,Global Medical College 908,Uttar Pradesh,Central,908,True,A,194150,9.85,9.9
U-1909,Global Management Institute 909,Delhi,Central,909,True,A,516635,4.58,4.4
U-1910,Indian Management Institute 910,Tamil Nadu,Central,910,True,A,541102,9.2,8.5
U-1911,Imperial Management Institute 911,Rajasthan,Private,911,False,A,779847,8.78,5.6
U-1912,Global Medical College 912,Rajasthan,State,912,False,A,315267,8.07,9.9
U-1913,Savitribai Institute of Technology 913,Rajasthan,Private,913,False,A,406234,7.83,9.6
U-1914,Jawaharlal Institute of Technology 914,Maharashtra,Deemed,914,False,A,526444,8.13,7.7
U-1915,Imperial Institute of Technology 915,Delhi,State,915,False,A,742083,6.59,4.4
U-1916,Ambedkar College of Engineering 916,West Bengal,Central,916,True,A,717853,6.71,4.7
U-1917,Global Management Institute 917,Rajasthan,Central,917,True,A,619264,7.89,6.4
U-1918,National Medical College 918,Tamil Nadu,Private,918,False,A,752220,4.08,2.7
U-1919,Imperial Management Institute 919,Rajasthan,State,919,False,A,116054,5.26,9.9
U-1920,Ambedkar Institute of Technology 920,Karnataka,State,920,False,A,490127,6.33,6.5
U-1921,Ambedkar University 921,Punjab,Private,921,False,A,138320,9.79,9.9
U-1922,Savitribai Management Institute 922,Uttar Pradesh,Central,922,True,A,454301,4.95,5.4
U-1923,Ambedkar Medical College 923,Maharashtra,Deemed,923,False,A,463320,4.05,4.4
U-1924,Jawaharlal College of Engineering 924,Gujarat,Central,924,True,A,217546,5.81,9.9
U-1925,Savitribai College of Engineering 925,Uttar Pradesh,Deemed,925,False,A,621486,8.92,7.2
U-1926,Jawaharlal Medical College 926,Karnataka,Deemed,926,False,A,374719,6.52,8.7
U-1927,Indian University 927,Gujarat,State,927,False,A,351636,6.34,9.0
U-1928,National University 928,Punjab,Deemed,928,False,A,218062,7.82,9.9
U-1929,Indian Management Institute 929,Gujarat,Private,929,False,A,567505,5.46,4.8
U-1930,Imperial College of Engineering 930,Tamil Nadu,Deemed,930,False,A,366427,9.45,9.9
U-1931,Indian Institute of Technology 931,Maharashtra,Central,931,True,A,306569,5.86,9.6
U-1932,Indian University 932,Rajasthan,Central,932,True,A,640640,4.2,3.3
U-1933,Savitribai University 933,Delhi,State,933,False,A,753222,4.06,2.7
U-1934,Ambedkar College of Engineering 934,Tamil Nadu,Private,934,False,A,272575,8.61,9.9
U-1935,Ambedkar University 935,Delhi,Deemed,935,False,A,620229,7.6,6.1
U-1936,Imperial College of Engineering 936,Karnataka,Private,936,False,A,525920,8.53,8.1
U-1937,National Management Institute 937,Telangana,State,937,False,A,259513,7.69,9.9
U-1938,Indian Medical College 938,Rajasthan,State,938,False,A,732673,8.73,6.0
U-1939,National University 939,Gujarat,State,939,False,A,517480,9.29,9.0
U-1940,Savitribai Institute of Technology 940,Karnataka,Private,940,False,A,163208,7.89,9.9
U-1941,Ambedkar Institute of Technology 941,Rajasthan,Private,941,False,A,135113,5.85,9.9
U-1942,Imperial College of Engineering 942,Tamil Nadu,Deemed,942,False,A,228728,7.42,9.9
U-1943,Indian Management Institute 943,Karnataka,Private,943,False,A,560414,7.74,6.9
U-1944,National Management Institute 944,Telangana,State,944,False,A,180520,5.36,9.9
U-1945,Ambedkar Management Institute 945,West Bengal,Central,945,True,A,341249,4.34,6.4
U-1946,National University 946,Maharashtra,Private,946,False,A,224416,4.66,9.9
U-1947,National Management Institute 947,West Bengal,State,947,False,A,357651,7.9,9.9
U-1948,Indian Management Institute 948,Delhi,Deemed,948,False,A,606344,4.75,3.9
U-1949,Ambedkar College of Engineering 949,Tamil Nadu,State,949,False,A,152398,8.73,9.9
U-1950,Savitribai Management Institute 950,Gujarat,Private,950,False,A,696274,6.88,4.9
U-1951,Global College of Engineering 951,West Bengal,Central,951,True,A,658431,6.58,5.0
U-1952,Imperial Management Institute 952,Rajasthan,Central,952,True,A,430014,5.97,6.9
